UNIQUE ID,CRITICAL SENTENCE ENGLISH,CRITICAL SENTENCE UNICODE,CRITICAL SENTENCE RUSSIAN,QUESTION FRAME ENGLISH,QUESTION FRAME RUSSIAN,QUESTION FRAME UNICODE,UNDERLYING METAPHOR,UNDERLYING METAPHOR,CORRECT ANSWER,CORRECT ANSWER,CORRECT ANSWER,RELATED ANSWER,RELATED ANSWER,RELATED ANSWER,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 1,UNRELATED ANSWER 2,UNRELATED ANSWER 2,UNRELATED ANSWER 2,SET
50,The government hopes that the economy will wake up soon.,"&#1055;&#1088;&#1072;&#1074;&#1080;&#1090;&#1077;&#1083;&#1100;&#1089;&#1090;&#1074;&#1086; &#1085;&#1072;&#1076;&#1077;&#1077;&#1090;&#1089;&#1103;, &#1095;&#1090;&#1086; &#1101;&#1082;&#1086;&#1085;&#1086;&#1084;&#1080;&#1082;&#1072; &#1086;&#1078;&#1080;&#1074;&#1080;&#1090;&#1089;&#1103; &#1074; &#1073;&#1083;&#1080;&#1078;&#1072;&#1081;&#1096;&#1077;&#1084; &#1073;&#1091;&#1076;&#1091;&#1097;&#1077;&#1084;.","Правительство надеется, что экономика оживится в ближайшем будущем.","In the above sentence, the activity fo the economy is being described in terms of: ",В этом предложении активность экономики описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1072;&#1082;&#1090;&#1080;&#1074;&#1085;&#1086;&#1089;&#1090;&#1100; &#1101;&#1082;&#1086;&#1085;&#1086;&#1084;&#1080;&#1082;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Activity is Being Asleep/Awake,Активность,Wakefulness,Бодрствование,&#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,1
51,The lovers craved one another.,&#1055;&#1086;&#1089;&#1083;&#1077; &#1084;&#1077;&#1089;&#1103;&#1094;&#1072; &#1088;&#1072;&#1079;&#1083;&#1091;&#1082;&#1080; &#1083;&#1102;&#1073;&#1086;&#1074;&#1085;&#1080;&#1082;&#1080; &#1078;&#1072;&#1078;&#1076;&#1091;&#1090; &#1076;&#1088;&#1091;&#1075; &#1076;&#1088;&#1091;&#1075;&#1072;.,После месяца разлуки любовники жаждут друг друга.,"In the above sentence, the lovers' desire for each other is being described in terms of: ",В этом предложении желание любовников описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1083;&#1102;&#1073;&#1086;&#1074;&#1085;&#1080;&#1082;&#1086;&#1074; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is Hunger,Желание,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,A Region in Space,Место/Пространство,&#1052;&#1077;&#1089;&#1090;&#1086;/&#1055;&#1088;&#1086;&#1089;&#1090;&#1088;&#1072;&#1085;&#1089;&#1090;&#1074;&#1086;,Holding an object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,2
52,The lovers were attracted to one another.,&#1055;&#1086;&#1089;&#1083;&#1077; &#1084;&#1077;&#1089;&#1103;&#1094;&#1072; &#1088;&#1072;&#1079;&#1083;&#1091;&#1082;&#1080; &#1083;&#1102;&#1073;&#1086;&#1074;&#1085;&#1080;&#1082;&#1086;&#1074; &#1090;&#1103;&#1085;&#1091;&#1083;&#1086; &#1076;&#1088;&#1091;&#1075; &#1082; &#1076;&#1088;&#1091;&#1075;&#1091;.,После месяца разлуки любовников тянуло друг к другу.,"In the above sentence, the lovers' desire for each other is being described in terms of: ",В этом предложении желание любовников описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1083;&#1102;&#1073;&#1086;&#1074;&#1085;&#1080;&#1082;&#1086;&#1074; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is a Physical Force,Желание,Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,2
53,The man had a criminal record that was stained with convictions.,&#1050;&#1088;&#1080;&#1084;&#1080;&#1085;&#1072;&#1083;&#1100;&#1085;&#1086;&#1077; &#1087;&#1088;&#1086;&#1096;&#1083;&#1086;&#1077; &#1084;&#1086;&#1083;&#1086;&#1076;&#1086;&#1075;&#1086; &#1087;&#1072;&#1088;&#1085;&#1103; &#1073;&#1099;&#1083;&#1086; &#1079;&#1072;&#1087;&#1103;&#1090;&#1085;&#1072;&#1085;&#1086; &#1085;&#1077;&#1089;&#1082;&#1086;&#1083;&#1100;&#1082;&#1080;&#1084;&#1080; &#1089;&#1091;&#1076;&#1080;&#1084;&#1086;&#1089;&#1090;&#1103;&#1084;&#1080;.,Криминальное прошлое молодого парня было запятнано несколькими судимостями.,"In the above sentence, the quality of the man's record is being described in terms of: ",В этом предложении состояние криминального прошлого описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1088;&#1080;&#1084;&#1080;&#1085;&#1072;&#1083;&#1100;&#1085;&#1086;&#1075;&#1086; &#1087;&#1088;&#1086;&#1096;&#1083;&#1086;&#1075;&#1086; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Goodness/Badness is Cleanliness,Положительность/Отрицательность,Dirty,Грязь,&#1043;&#1088;&#1103;&#1079;&#1100;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,2
54,The man saw an opportunity for success on the horizon.,&#1059; &#1084;&#1086;&#1077;&#1075;&#1086; &#1073;&#1088;&#1072;&#1090;&#1072; &#1077;&#1089;&#1090;&#1100; &#1074;&#1086;&#1079;&#1084;&#1086;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1076;&#1086;&#1089;&#1090;&#1080;&#1075;&#1085;&#1091;&#1090;&#1100; &#1085;&#1077;&#1086;&#1073;&#1098;&#1103;&#1090;&#1085;&#1099;&#1093; &#1091;&#1089;&#1087;&#1077;&#1093;&#1086;&#1074;.,У моего брата есть возможность достигнуть необъятных успехов.,"In the above sentence, achievement of scucess is being described in terms of: ",В этом предложении достижение цели описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1076;&#1086;&#1089;&#1090;&#1080;&#1078;&#1077;&#1085;&#1080;&#1077; &#1094;&#1077;&#1083;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Achieving a Goal is Arriving at a Destination,Достижение цели,Reaching a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,Brightness,Яркость,&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;,2
55,The man saw an opportunity for success to grab hold of.,&#1059; &#1084;&#1086;&#1077;&#1075;&#1086; &#1073;&#1088;&#1072;&#1090;&#1072; &#1077;&#1089;&#1090;&#1100; &#1074;&#1086;&#1079;&#1084;&#1086;&#1078;&#1085;&#1086;&#1089;&#1090;&#1100; &#1087;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1089;&#1090;&#1080; &#1085;&#1077;&#1086;&#1073;&#1098;&#1103;&#1090;&#1085;&#1099;&#1081; &#1091;&#1089;&#1087;&#1077;&#1093;.,У моего брата есть возможность приобрести необъятный успех.,"In the above sentence, achievement of success is being described in terms of: ",В этом предложении достижение цели описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1076;&#1086;&#1089;&#1090;&#1080;&#1078;&#1077;&#1085;&#1080;&#1077; &#1094;&#1077;&#1083;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Achieving a Goal is Acquiring a Desired Object,Достижение цели,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Arriving at a Destination,Прибывать в место назначения,&#1055;&#1088;&#1080;&#1073;&#1099;&#1074;&#1072;&#1090;&#1100; &#1074; &#1084;&#1077;&#1089;&#1090;&#1086; &#1085;&#1072;&#1079;&#1085;&#1072;&#1095;&#1077;&#1085;&#1080;&#1103;,Physical Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,2
56,The manager thinks that the situation at work is above his head.,"&#1052;&#1077;&#1085;&#1077;&#1076;&#1078;&#1077;&#1088; &#1089;&#1095;&#1080;&#1090;&#1072;&#1077;&#1090;, &#1095;&#1090;&#1086; &#1076;&#1072;&#1085;&#1085;&#1072;&#1103; &#1089;&#1080;&#1090;&#1091;&#1072;&#1094;&#1080;&#1103; &#1085;&#1072; &#1088;&#1072;&#1073;&#1086;&#1090;&#1077; -- &#1091; &#1085;&#1077;&#1075;&#1086; &#1087;&#1086;&#1076; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1077;&#1084;.","Менеджер считает, что данная ситуация на работе -- у него под контролем.","In the above sentence, the manager's control of the situation is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Vertical Positioning,Находится под контролем,Being Above,Высота,&#1042;&#1099;&#1089;&#1086;&#1090;&#1072;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,Being Asleep/Awake,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,2
57,The manger thinks that the situation at work is slipping away from him.,"&#1052;&#1077;&#1085;&#1077;&#1076;&#1078;&#1077;&#1088; &#1089;&#1095;&#1080;&#1090;&#1072;&#1077;&#1090;, &#1095;&#1090;&#1086; &#1076;&#1072;&#1085;&#1085;&#1072;&#1103; &#1089;&#1080;&#1090;&#1091;&#1072;&#1094;&#1080;&#1103; &#1085;&#1072; &#1088;&#1072;&#1073;&#1086;&#1090;&#1077; &#1074;&#1099;&#1089;&#1082;&#1086;&#1083;&#1100;&#1079;&#1085;&#1091;&#1083;&#1072; &#1091; &#1085;&#1077;&#1075;&#1086; &#1080;&#1079; &#1088;&#1091;&#1082;.","Менеджер считает, что данная ситуация на работе выскользнула у него из рук.","In the above sentence, the manager's control of the situation is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Holding an Object,Находится под контролем,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,Centrality in Space,Центральность,&#1062;&#1077;&#1085;&#1090;&#1088;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Seeing something,Видеть объект,&#1042;&#1080;&#1076;&#1077;&#1090;&#1100; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;,1
58,The mayor's proposal gave birth to the discussion.,&#1055;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1077; &#1084;&#1080;&#1088;&#1072; &#1089;&#1090;&#1072;&#1083;&#1086; &#1090;&#1086;&#1083;&#1095;&#1082;&#1086;&#1084; &#1082; &#1076;&#1080;&#1089;&#1082;&#1091;&#1089;&#1089;&#1080;&#1080;.,Предложение мэра стало толчком к дискуссии.,"In the above sentence, the activity of the discussions is being described in terms of: ",В этом предложении активность дискуссии описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1072;&#1082;&#1090;&#1080;&#1074;&#1085;&#1086;&#1089;&#1090;&#1100; &#1076;&#1080;&#1089;&#1082;&#1091;&#1089;&#1089;&#1080;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Activity is Being Alive/Dead,Активность,Life,Жизнь,&#1046;&#1080;&#1079;&#1085;&#1100;,Being Asleep/Awake,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,Holding an object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,2
59,The mayor's proposal rejuvenated the discussions.,&#1055;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1077; &#1084;&#1080;&#1088;&#1072; &#1086;&#1078;&#1080;&#1074;&#1080;&#1083;&#1086; &#1076;&#1080;&#1089;&#1082;&#1091;&#1089;&#1089;&#1080;&#1102;.,Предложение мэра  оживило дискуссию.,"In the above sentence, the activity of the discussions is being described in terms of: ",В этом предложении активность дискуссии описана как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1072;&#1082;&#1090;&#1080;&#1074;&#1085;&#1086;&#1089;&#1090;&#1100; &#1076;&#1080;&#1089;&#1082;&#1091;&#1089;&#1089;&#1080;&#1080; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1072; &#1082;&#1072;&#1082;:,Activity is Being Asleep/Awake,Активность,Wakefulness,Бодрствование,&#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,Being Alive/Dead,Быть живым/Мертвым,&#1041;&#1099;&#1090;&#1100; &#1078;&#1080;&#1074;&#1099;&#1084;/&#1052;&#1077;&#1088;&#1090;&#1074;&#1099;&#1084;,An Object in Motion,Объект в движении,&#1054;&#1073;&#1098;&#1077;&#1082;&#1090; &#1074; &#1076;&#1074;&#1080;&#1078;&#1077;&#1085;&#1080;&#1080;,Smell,Запах,&#1047;&#1072;&#1087;&#1072;&#1093;,2
60,The music fanatic was pulled in by the band's progressive sound.,&#1053;&#1077;&#1086;&#1073;&#1099;&#1095;&#1085;&#1086;&#1077; &#1079;&#1074;&#1091;&#1095;&#1072;&#1085;&#1080;&#1077; &#1075;&#1088;&#1091;&#1087;&#1087;&#1099; &#1079;&#1072;&#1093;&#1074;&#1072;&#1090;&#1080;&#1083;&#1086; &#1084;&#1091;&#1079;&#1099;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1075;&#1086; &#1092;&#1072;&#1085;&#1072;&#1090;&#1072;. ,Необычное звучание группы захватило музыкального фаната. ,"In the above sentence, the music fan's appreciation of the band is being described in terms of: ",В этом предложении желание фаната описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1092;&#1072;&#1085;&#1072;&#1090;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is a Physical Force,Желание,Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,Acquiring a Desired Object,Приобретение объекта,&#1055;&#1088;&#1080;&#1086;&#1073;&#1088;&#1077;&#1090;&#1077;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Vertical Elevation,Подъем/Вертикальность,&#1055;&#1086;&#1076;&#1098;&#1077;&#1084;/&#1042;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1100;&#1085;&#1086;&#1089;&#1090;&#1100;,2
61,The music fanatic was satiated by the band's progressive sound.,&#1052;&#1091;&#1079;&#1099;&#1082;&#1072;&#1083;&#1100;&#1085;&#1099;&#1081; &#1092;&#1072;&#1085;&#1072;&#1090; &#1089;&#1087;&#1086;&#1083;&#1085;&#1072; &#1085;&#1072;&#1089;&#1083;&#1072;&#1076;&#1080;&#1083;&#1089;&#1103; &#1085;&#1077;&#1086;&#1073;&#1099;&#1095;&#1085;&#1099;&#1084; &#1079;&#1074;&#1091;&#1095;&#1072;&#1085;&#1080;&#1077;&#1084; &#1075;&#1088;&#1091;&#1087;&#1087;&#1099;.,Музыкальный фанат сполна насладился необычным звучанием группы.,"In the above sentence, the music fan's appreciation of the band is being described in terms of: ",В этом предложении желание фаната описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1078;&#1077;&#1083;&#1072;&#1085;&#1080;&#1077; &#1092;&#1072;&#1085;&#1072;&#1090;&#1072; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Desire is Hunger,Желание,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,a Physical Force,Физическая сила,&#1060;&#1080;&#1079;&#1080;&#1095;&#1077;&#1089;&#1082;&#1072;&#1103; &#1089;&#1080;&#1083;&#1072;,Holding an object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Being Asleep/Awake,Сон/ Бодрствование,&#1057;&#1086;&#1085;/ &#1041;&#1086;&#1076;&#1088;&#1089;&#1090;&#1074;&#1086;&#1074;&#1072;&#1085;&#1080;&#1077;,1
62,The police officer claimed that the issue was not under his jurisdiction.,"&#1055;&#1086;&#1083;&#1080;&#1094;&#1077;&#1081;&#1089;&#1082;&#1080;&#1081; &#1079;&#1072;&#1103;&#1074;&#1080;&#1083;, &#1095;&#1090;&#1086; &#1074;&#1086;&#1087;&#1088;&#1086;&#1089;, &#1086;&#1073;&#1089;&#1091;&#1078;&#1076;&#1072;&#1077;&#1084;&#1099;&#1081; &#1074; &#1093;&#1086;&#1076;&#1077; &#1089;&#1083;&#1077;&#1076;&#1089;&#1090;&#1074;&#1080;&#1103;, &#1085;&#1077; &#1087;&#1086;&#1076; &#1077;&#1075;&#1086; &#1102;&#1088;&#1080;&#1089;&#1076;&#1080;&#1082;&#1094;&#1080;&#1077;&#1081;.","Полицейский заявил, что вопрос, обсуждаемый в ходе следствия, не под его юрисдикцией.","In the above sentence, the police officer's control of the issue is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Vertical Positioning,Находится под контролем,Being Above,Высота,&#1042;&#1099;&#1089;&#1086;&#1090;&#1072;,Holding an Object,Держание объекта,&#1044;&#1077;&#1088;&#1078;&#1072;&#1085;&#1080;&#1077; &#1086;&#1073;&#1098;&#1077;&#1082;&#1090;&#1072;,Brightness,Яркость,"&#1071;&#1088;&#1082;&#1086;&#1089;&#1090;&#1100;
",Cleanliness,Чистота,&#1063;&#1080;&#1089;&#1090;&#1086;&#1090;&#1072;,2
63,The police officer claimed that the issue was out of his hands.,"&#1055;&#1086;&#1083;&#1080;&#1094;&#1077;&#1081;&#1089;&#1082;&#1080;&#1081; &#1079;&#1072;&#1103;&#1074;&#1080;&#1083;, &#1095;&#1090;&#1086; &#1074;&#1086;&#1087;&#1088;&#1086;&#1089;, &#1086;&#1073;&#1089;&#1091;&#1078;&#1076;&#1072;&#1077;&#1084;&#1099;&#1081; &#1074; &#1093;&#1086;&#1076;&#1077; &#1089;&#1083;&#1077;&#1076;&#1089;&#1090;&#1074;&#1080;&#1103;, &#1085;&#1077; &#1074; &#1077;&#1075;&#1086; &#1088;&#1091;&#1082;&#1072;&#1093;.","Полицейский заявил, что вопрос, обсуждаемый в ходе следствия -- не в его руках.","In the above sentence, the police officer's control of the issue is being described in terms of: ",В этом предложении состояние контроля описано как:,&#1042; &#1101;&#1090;&#1086;&#1084; &#1087;&#1088;&#1077;&#1076;&#1083;&#1086;&#1078;&#1077;&#1085;&#1080;&#1080; &#1089;&#1086;&#1089;&#1090;&#1086;&#1103;&#1085;&#1080;&#1077; &#1082;&#1086;&#1085;&#1090;&#1088;&#1086;&#1083;&#1103; &#1086;&#1087;&#1080;&#1089;&#1072;&#1085;&#1086; &#1082;&#1072;&#1082;:,Being in Control is Holding an Object,Находится под контролем,Grasping,Хватать/Сжимать,&#1061;&#1074;&#1072;&#1090;&#1072;&#1090;&#1100;/&#1057;&#1078;&#1080;&#1084;&#1072;&#1090;&#1100;,Vertical Positioning,Позиция по вертикали,&#1055;&#1086;&#1079;&#1080;&#1094;&#1080;&#1103; &#1087;&#1086; &#1074;&#1077;&#1088;&#1090;&#1080;&#1082;&#1072;&#1083;&#1080;,Size,Размер,&#1056;&#1072;&#1079;&#1084;&#1077;&#1088;,Hunger,Голод,&#1043;&#1086;&#1083;&#1086;&#1076;,1
