source concept,target concept,source concept keywords,target concept keywords,source context words,target context words,context,polarity,score
vehicle,governance.plusnames,"railway,trains,train,rail,bus,railroad,lines,stations,passenger,opened","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",cars;cars;cars;accidents;stop,obamacare;obamacare;obamacar;rules;obama;obamacare;freedom;obamacare;obamacare;freedoms;rules;freedoms;there;policy;imposing;romney;washington;obamacare;obamacare;obamacare;ther;impose;infringement;circumvented;congress;elected;ban;romney,obamacare through the washington bureaucracy can link almost anythng to health care and then dictate rules based on ther will for example obamacare can find that red cars have more accidents than blue cars and then ban red cars yes that seems far fetched but there is nothing to stop this ind of infringement on freedom the current birth control situation is an example of how under obamacare religious freedoms can be circumvented and taken away from people this president has a nack for imposing his will on people without going through congress by just saying this is what our policy is then his cronies through the various agencies impose the rules people think the world will end in and they may be right if obama is returned to office because in obamacare takes full force and the usa will never be the same free country it was born to be if romney is elected in the same result will occur because romney is the architect of obamacare,POSITIVE,-8.470186982
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",dress;wear,favors;lobbyists;senate;comely;parenthood,planned parenthood i hate to tell you this but your lobbyists suck you may have to pull some favors in the senate if you know what i m saying dress comely and wear heels,POSITIVE,-8.469961069
vehicle,governance.plusnames,"engine,car,model,cars,models,ford,vehicle,engines,rear,speed","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",gasoline;trucks,responsible;fill;posts;liberals,luckily my facebook friends from redneckistan have been mercifully quiet about this whole thing just the usual posts about how liberals are responsible for their trucks suddenly costing to fill with gasoline and getting 8mpg,POSITIVE,-8.468916552
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",tactics;deployed;capatin,election;prime,i d say this election is a harbinger of things to come in november it is a prime opportunity to test capatin zero s tactics that will be deployed in the fall,POSITIVE,-8.466595004
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",alcohol;caffeine,mitt,no alcohol no caffeine and no gambling for mormons just ask mitt he will bet you,POSITIVE,-8.466269282
planning,governance.plusnames,"uploaded,jpg,nov,oct,png,sep,dec,aug,jan,mar","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",nov,endorsements;campaign;candidates,campaign news and more endorsements for green party candidates running in the nov general election,NEGATIVE,-8.466116815
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",undrilled,obama;secretary;federal,this week president obama and interior secretary salazar returned to familiar territory once again chastising energy companies for maintaining an inventory of undrilled federal leases,NEUTRAL,-8.46567815
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",juice,elder;romney;bush;dukakis,yes but bush the elder was running against dukakis so he really didn t need much of a boost from the vp pick romney needs some juice out of his vp nominee,NEUTRAL,-8.46386488
vehicle,governance.plusnames,"railway,trains,train,rail,bus,railroad,lines,stations,passenger,opened","rights,legal,laws,fair,copyright,amendment,justice,constitution,federal,resolution",siding,justice;filed;amicus;attorneys;board;matter,in addition attorneys for the n c justice center filed an amicus in the matter siding with the n c state board of education,NEGATIVE,-8.463722456
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",stick;stick,messrs;issue;democrat;mcconnell;recall;compromise;shadow;republican;governor;gop;boehner;washington,lastly i hope the gop in washington which is often afraid of its own shadow is watching this in wisconsin the republican governor was willing to pick a fight on a core democrat issue stick to his guns and go through a recall process and he won sometimes messrs boehner and mcconnell you don t have to compromise you can stick to your guns and still win,POSITIVE,-8.463563318
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",folding,dems,as the dems are used to us folding keep it up romney,NEUTRAL,-8.463401273
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",wave;tidal,conservative;election;congressional;romney,i am glad for the tacticians looking at the state by state stuff but hoping that this is a truly national election in romney to pennsylvania and the next conservative iteration of the tidal wave at the congressional level,POSITIVE,-8.463002007
flight,governance.plusnames,"aircraft,airport,flight,squadron,wing,airlines,flying,aviation,fighter,base","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",whittle;crashed,voting;governor;kasich;campaign;bill;pro;unions,ultimately it is still difficult to predict but one warnng governor kasich s completely wrong headed non campaign to preserve his bill to whittle down the power of public sector unions crashed and burned last november with voting pro union,POSITIVE,-8.462917456
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",assault;defending,constitution;attended;rally;capitol;liberties;repeal;obamacare;arguments,on saturday tea party patriots held a road to repeal rally on capitol hill attended by activists and national speakers including herman cain from around the country to protest obamacare they held press conferences this week during oral arguments defending the constitution against the law s assault on the individual liberties it protects,POSITIVE,-8.46198388
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",crop;dusting,officials;elected,elected officials talk about crop dusting other countries in our,POSITIVE,-8.460282292
vehicle,governance.plusnames,"energy,gas,linear,oil,socorro,nuclear,fuel,heat,pressure,plant","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",gas;smoke,session;passed;bills;dewhurst;taxes;budget;conservative,dewhurst has had some conservative bills passed though it appears now that the budget may have been balanced with smoke and mirrors especially with all the talk of increasing gas and other taxes in the next session etc but many more could ve been as discussed here at this site and others as well,POSITIVE,-8.459522916
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",pork,liberal;representing;republicans;liberalism;compromise;republicans;conservative;republican;liberalism;democrat,he perresented a yellow dog democrat district in texas that forgave him social liberalism in return for being a hawk on defense and home the pork the same kind of compromise may be at work with more liberal republicans representing more conservative strong republican districts,NEUTRAL,-8.458879066
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",baio,romney,previous post a history of scott baio newest romney donor not being racist,NEUTRAL,-8.457232362
vehicle,governance.plusnames,"railway,trains,train,rail,bus,railroad,lines,stations,passenger,opened","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",express;bus;express,prosser;behalf;palin;behalf;capitol;judge,teaparty express toured the state in a bus on behalf of judge prosser later tea party express i think in april toured again with speakers and came to madison where they spoke outside the capitol on behalf of walker and palin were speakers,POSITIVE,-8.457138044
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",tides,obama,indication that the tides have turned against obama and the,NEUTRAL,-8.455958416
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",cotton;drapes,congressional;congressman;elect,so what kind of window drapes should congressman elect tom cotton buy for his new congressional office,POSITIVE,-8.450640278
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",earthquake;foreshocks,retain;conservative;populist;voters,but those rumblings from unhappy culturally conservative populist voters in arkansas and west virginia are real signs of trouble for him in ohio and pennsylvania states he desperately needs to retain to win what we re seeing now may just be foreshocks of a real political earthquake in november,POSITIVE,-8.446230283
body,governance.plusnames,"blood,disease,treatment,patients,syndrome,drug,symptoms,cause,cancer,effects","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",prevent;blood;blood;prevent,democrats;republicans;incumbent;republicans;republican,and it s not just democrats that want to prevent incumbent losses to newcomers republicans have worked to prevent new blood from joining their ranks even when the new blood is a republican as well,POSITIVE,-8.446083141
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",green,gingrich;stood;romney;santorum,if you wonder what this has all looked like here is where things stood as of a week ago gingrich green santorum romney purple,NEUTRAL,-8.445759379
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",color,republican;facts;primary;electoral,in advance of texas s republican primary on tuesday here are important facts about immigrants and people of color in the state that display their significant economic cultural and electoral power,NEUTRAL,-8.445731489
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",moves;cleaning,gop,cleaning up the gop moves to texas,POSITIVE,-8.443625152
sports,governance.plusnames,"round,olympic,championships,championship,tournament,medal,competition,olympics,gold,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",bye;bye,gingrich;official;newt;mitt,it s official bye bye newt gingrich hello mitt romney,POSITIVE,-8.442568571
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",night;appeared,seat;emanuel;amid;senate;obama;senate,our own jeff emanuel also pointed out a associated press article that began kenyan born us senate hopeful barrack obama appeared set to take over the illinois senate seat after his main rival jack ryan dropped out of the race on friday night amid a furor over lurid sex club allegations,POSITIVE,-8.442378474
sports,governance.plusnames,"hockey,basketball,nba,nhl,coach,points,ice,players,teams,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",pick;pick;points,veep;santorum;governor;romney;swing;voters,romney will probably pick a veep that will shore him up in states where he is weakest he is weakest in the midwest especially with values voters and in the south since the south is not a swing area while the midwest is he will likely pick a midwestern governor in a state that santorum won big this clearly points to pawlenty,POSITIVE,-8.441639793
vehicle,governance.plusnames,"energy,gas,linear,oil,socorro,nuclear,fuel,heat,pressure,plant","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",fossil;fuels,republicans;americans;liberals;obama,list of things god hates according to republicans truth gays women liberals obama condoms non americans gun activists non fossil fuels more obama,POSITIVE,-8.440730004
vehicle,governance.plusnames,"railway,trains,train,rail,bus,railroad,lines,stations,passenger,opened","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",bogie,washington;eisenhower,eisenhower calls a double bogie on the washington timez,NEUTRAL,-8.440654452
sports,governance.plusnames,"round,olympic,championships,championship,tournament,medal,competition,olympics,gold,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",golfer,obama;chief,obama golfer in chief leading from behind the back nine,NEUTRAL,-8.440229417
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",kelp,governor;budget;governor;regarding;prosser;illegal;prosser;governor;recall;republican;justice,kelp please explain what justice prosser did for governor walker is it only because prosser is a republican or did he pull a fast one on somebody regarding governor walker if he did governor walker is still up for recall even though he has the state of wisconsin balancing its budget and he did nothing illegal before or since he has been elected,NEUTRAL,-8.440082904
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",florida,democratic;caucus;progressive;chair,susan smith progressive caucus chair of the florida democratic party,NEUTRAL,-8.438358257
electricity,governance.plusnames,"signal,frequency,systems,voltage,camera,digital,electric,electrical,wave,sound","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",polarization;polarized,conservative;democrats;moderate;congress;republicans;partisan,there is little doubt that congress has grown increasingly polarized in recent years but there is also little doubt that this polarization has largely been driven by the replacement of southern democrats and moderate republicans with hyper partisan conservative republicans,POSITIVE,-8.438349468
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",scratching;beast;feeding,leadership;conservatives;issue;limits;lobbyists;campaign,to do that they have to keep feeding the beast and scratching the back of the lobbyists who provide more of their campaign war chests the leadership is in particular need of being removed term limits is just what we need i don t see the staff issue as a real problem if we send conservatives up to do the right thing they won t be run over by staffers,POSITIVE,-8.43378095
sports,governance.plusnames,"race,racing,grand,car,championship,races,prix,formula,driver,track","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",bondurant;bondurant;bondurant,mixson;debate;governing;democratically;fundamental;complaint;filibuster;minority;elected;majority;legislative;lawsuit;gridlock;compromise;attorney;principle;rule,the common cause lawsuit traces the history of the filibuster and argues that it is not the only way for the minority to be heard that it no longer allows for debate and that it promotes gridlock rather than compromise nothing is more fundamental to a democratically elected legislative body than the principle of majority rule emmet j bondurant wrote in the introduction of the page complaint bondurant founding partner of bondurant mixson & elmore is common cause s lead attorney and a member of the organization s national governing board,POSITIVE,-8.433203579
sound,governance.plusnames,"orchestra,piano,opera,jazz,composer,musical,symphony,op,instruments,violin","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",handel,cuccinelli;attorney;redstate;endorsement;candidate;redstate,karen handel was the second candidate behind virginia attorney general ken cuccinelli to get a redstate endorsement in at our first redstate gathering,NEUTRAL,-8.430312067
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",rots;fish,impeach;obama;barack,anyway the fish rots from the head so barack obama is using prostitutes impeach him burn him the end nydn,POSITIVE,-8.422599426
planning,governance.plusnames,"uploaded,jpg,nov,oct,png,sep,dec,aug,jan,mar","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",nov,endorsements;campaign;candidates,campaign news and more endorsements for green party candidates running in the nov general election,NEGATIVE,-8.420700464
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",harvesting;rich;cooking;gardening;planting,endorse;gop;gop;factions;unite;americans;liberal;papers,here s an idea the gop can endorse let the messicans in but only the ones that rich americans are willing to buy you know they could do planting harvesting gardening and some of the better looking ones could work inside cooking cleaning and fucking the master if they were really good maybe the master would give them papers when he dies it s a plan that could really unite the factions of the gop although maybe a little too liberal for some,POSITIVE,-8.420505979
pathways,governance.plusnames,"highway,jersey,avenue,ny,px,interstate,washington,accessed,traffic,sr","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",exit,poll;majority;voters,cnn exit poll of wisconsin voters instead a majority of,NEUTRAL,-8.420191234
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",prey,obama,take for example president obama s recent targeting of colleges that prey on veterans,NEGATIVE,-8.419924355
sports,governance.plusnames,"round,olympic,championships,championship,tournament,medal,competition,olympics,gold,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",medals,reince,who s going to be in charge of minting the lusitania medals reince priebus,NEUTRAL,-8.41950748
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",angels;thug;snl;screenplay,socialist;liberal,ooh commie socialist liberal union thug angels there s got to be a screenplay in that or at least an snl sketch,POSITIVE,-8.418589105
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",quilt;patchwork,passed;abortion;legislators;progress;roe;limitations;americans;laws;pro;yoest;regulations;overturning;abortion;pro;decision;decision,during a panel discussion dr yoest observed that there are only three states in the country that have not passed abortion limitations in the aftermath of the casey decision the map of abortion related regulations is now a patchwork quilt of laws defending life across the country these victories the concerted work of committed pro life legislators and pro life americans determined to restore a culture of life in america our state by state progress is effectively overturning the of roe despite the casey decision s failure to do so,POSITIVE,-8.416539852
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",safety;handle,succeed;republicans;conservatives,if conservatives and republicans succeed in dismantling the us s social safety net their own stand to lose more than they could literally handle and we as a country would be worse for it,POSITIVE,-8.41482888
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","sir,lord,henry,earl,queen,charles,thomas,duke,edward,prince",wetsuit,duke;earl,erick son of erick earl of wetsuit and duke of dildo,NEUTRAL,-8.412342913
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",hollywood,obama;sec;fundraiser,heh co host of obama hollywood fundraiser under sec investigation,NEUTRAL,-8.411737289
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",clogging;drain,santorum;santorum,santorum clogging my drain i repeat santorum clogging,POSITIVE,-8.410024356
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",dog,republican;mandate,i left the clark county republican party as per their mandate re the yellow dog form,NEUTRAL,-8.409366224
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",colored;orange,boehner,that photo has clearly been doctored boehner is much more tangerine colored than that why does wonkette hate orange americans,POSITIVE,-8.407389633
flight,governance.plusnames,"aircraft,airport,flight,squadron,wing,airlines,flying,aviation,fighter,base","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",flight,sotomayor;justice,for that justice sonia sotomayor in a flight of,NEUTRAL,-8.4071081
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","rights,legal,laws,fair,copyright,amendment,justice,constitution,federal,resolution",symbol;looms,legislation;protection;fundamental;rights;rights;retirement;freedoms;amendment;pending;rights;legislation;vanik,still the jackson vanik amendment looms large in the history of u s human rights legislation for years it was a potent symbol of the united states s commitment to the protection of fundamental human rights and freedoms to human rights the pending retirement of legislation with such historical significance demands an equally significant replacement,POSITIVE,-8.40688745
sports,governance.plusnames,"round,olympic,championships,championship,tournament,medal,competition,olympics,gold,cup","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",wins;beating,elections;republicans;moderate;liberal;voting;rule;seat;senate;unseat;unseat,once a guy like him wins a seat he s very tough to unseat beating the dick lugars in the senate has been the exception rather than the rule that s why i ve decided my days of voting for liberal and moderate republicans in general elections are over,POSITIVE,-8.406222962
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",wire,gingrich;newt,well for you can have access to newt gingrich and a wire so there s an idea,NEUTRAL,-8.406188412
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",cavalry;rescue,gop;rule,the retard cavalry to the rescue i thought the rule was never go full retard but the gop looks like its already there,POSITIVE,-8.404498922
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",collar;blue,obama,raaacism obama sinks to historic lows among blue collar men,POSITIVE,-8.40375754
sports,governance.plusnames,"round,olympic,championships,championship,tournament,medal,competition,olympics,gold,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",golfer,obama;chief,obama golfer in chief leading from behind the back nine,NEUTRAL,-8.402680739
sports,governance.plusnames,"round,olympic,championships,championship,tournament,medal,competition,olympics,gold,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",race;beat;basketball;beat,palin;sarah;barack,despite the majestic lore of her high school basketball days and her clumsy political metaphors sarah palin doesn t say she d beat barack on the court but in a foot race she d beat a kenyan,POSITIVE,-8.401361211
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",corps;marine,romney,oops marine corps band plays romney song on white house lawn,POSITIVE,-8.398380451
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",assault,santorum,wasn t santorum behind the vicious penguin assault on newt,NEUTRAL,-8.397953616
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",ammunition;guns;bastion;fronts;defend,election;conservative;liberalism,and we are prepared to defend this conservative bastion against liberalism on all fronts the up and downs of this crazy election cycle certainly have people worried you would not believe the rate that guns and ammunition are disappearing off the shelves throughout this state pretty scary,POSITIVE,-8.395744798
sports,governance.plusnames,"race,racing,grand,car,championship,races,prix,formula,driver,track","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",chicanes;finishes,conservative;rolls;liberal;conservative;frauds;labor,liberal bias in the media is a cottage industry for the otherwise completely unemployable the wonderful book london labor and the london poor has a chapter on various frauds and chicanes one is a very conservative writer who lives on contributions while he finishes his masterpiece of reactionary thought he published a very conservative pamphlet which he hands out for free and the money rolls in for him to continue,POSITIVE,-8.395695347
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",atlantic;wetland;dumped,buried;biden,naw biden s from the mid atlantic the body would be dumped in a wetland somewhere or buried in the endzone of a football field,POSITIVE,-8.392518056
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",pushing;mouthpieces,committee;democratic;chairwoman;democrats;democratic;agenda;gop,it is the democratic national committee chairwoman democratic party mouthpieces and outside groups pushing the democrats agenda that have all said the gop is at war against women,POSITIVE,-8.391232655
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","rights,legal,laws,fair,copyright,amendment,justice,constitution,federal,resolution",bear;bear,unanimously;passed;dissenting,all but the bear grass school were passed unanimously bear grass received one dissenting vote,POSITIVE,-8.390928929
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",hoods,percent;gop,the gop greedy one percent stealing from the middle class and giving to the rich robin hoods they are not just hoods,NEUTRAL,-8.390141968
chess,governance.plusnames,"gold,chess,silver,mine,coins,mining,coal,coin,currency,mines","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",coal,fracking;poll;registered;obama,ssm was the third strike after coal and fracking the poll showed obama losing in a county that is registered democrats,NEGATIVE,-8.385486761
flight,governance.plusnames,"aircraft,airport,flight,squadron,wing,airlines,flying,aviation,fighter,base","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",flight,sotomayor;justice,for that justice sonia sotomayor in a flight of,NEUTRAL,-8.384019035
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",salad;applebee;tossed,santorum,all i know is that you should be very wary if you find yourself behind rick santorum at the applebee s tossed salad bar,POSITIVE,-8.382404638
animals,governance.plusnames,"episode,disney,characters,animated,episodes,mr,cartoon,voice,animation,comic","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",snoopy,stood;bipartisan;cabal,not only stood against a bipartisan cabal of snoopy legislative,NEUTRAL,-8.380208888
war,governance.plusnames,"mm,gun,weapons,tank,missile,guns,weapon,rifle,fire,range","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",explosive,mcconnell;boehner,john boehner and mitch mcconnell have sided with explosive government debt and growth every chance they have been given,NEUTRAL,-8.378874001
sports,governance.plusnames,"race,racing,grand,car,championship,races,prix,formula,driver,track","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",points;points;ahead,equity;private;obama;voters;hold;swing;romney,at the same time in ohio with the same voters who hold this view romney has moved from points down to points ahead this occurred remarkably in the face of a monthlong million assault in the swing states on bain capital and private equity by the obama campaign,POSITIVE,-8.377364985
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",eat;gavage;pate,koch;conservative,could you possible make a pate de conservative douchenozzle as a result of such a gavage and how many koch heads would pony up big dollars to eat it,POSITIVE,-8.376957454
pathways,governance.plusnames,"highway,jersey,avenue,ny,px,interstate,washington,accessed,traffic,sr","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",grenell;turns;grenell;grenell,romney;romney;campaign;facts;byron;comport;campaign,byron york has more insightful information turns out the romney campaign had not even gotten grenell on the payroll yet grenell quit the romney campaign asked him to stay rubin had to keep updating her post because the facts just don t comport to grenell s spin,POSITIVE,-8.375765589
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",dipshit,obama;retired,the dipshit retired to dallas after obama was elected,NEGATIVE,-8.374184669
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",color,electorate;voters;voters;voters;percent;voters;percent;percent;vote;voters;voters;voters;voters;voters;voters,voters of color make up a large share of california s electorate in hispanic voters in california comprised over percent of all california voters the asian voters in the state made up nearly percent of state voters and the african american vote comprised nearly percent in that year,NEUTRAL,-8.372978334
vehicle,governance.plusnames,"engine,car,model,cars,models,ford,vehicle,engines,rear,speed","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",gearing;bumper,inauguration;swear;impeach;impeachment;impeachment,i wish i had some snark about this but i can t these fucktards were gearing up the impeachment machine starting on november i swear to zenu i saw the impeach obummer bumper stickers before the inauguration i wonder what they consider to be high crimes and misdemeanors,POSITIVE,-8.372686399
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",nikki;cast,votes;delegation;congressional;reauthorizing,last december nikki haley wrote a letter to south carolina s congressional delegation urging them to cast their votes in of reauthorizing the ex im bank,POSITIVE,-8.371998949
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",drop;bag,delegates;gop,drop out force the rest of the gop to bag for his delegates who,POSITIVE,-8.370819576
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",biting;nail,obama;holding,then fauxcahontas rides in an obama minion and i m nail biting about scott holding the seat,POSITIVE,-8.370305781
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",loom,election;presidential,doubt loom large in this year s presidential election president,NEUTRAL,-8.369799688
health,governance.plusnames,"health,medical,hospital,sex,child,care,sexual,gay,marriage,medicine","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",care;disabled,legislature;cuts;budget,group blasts legislature for budget cuts failure to care for disabled kids,POSITIVE,-8.36968661
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",housewives;celebrity;nikki,chair;gubernatorial;democrat;governor,distracted by the lure of celebrity and the gubernatorial equivalent of the real housewives of new jersey democrat chair dick harpootlian in to governor nikki haley,POSITIVE,-8.368632023
